line_count,en,lt,translated_text
278,In London  it's cool; but it's going to improve.,"Bus vėsu, bet žada pasitaisyti.","Bus vėsu, bet uždažyti."
279,And what's  the weather in Berlin going to be like?,O koks bus  oras Berlyne?,O koks autobusas ar Berlyne?
280,"Here it's  going to stay warm, just as yeterday. Here it's going to be a lovely  summer.","Ž  ada būti  saulėtas ir šiltas, toks kaip vakar. Puiki vasara!",<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>
281,You are quite  right.,Jūs teisus.,Jus teisus.
282,It's fairly  warm already.,Jau net dabar  šilta.,Dau neto šilta.
283,"According to  the report, we will get as much as 30o centigrade today.",Pagal prognozę bus šiandien 30  o šilumos.,Pagal prognozę autobusas Šiandien 30 o šilumos.
284,Do  you like it?(To express likes),Ar  Jums patinka?,Ar Jums patinka?
285,Do you like  Berlin?,Ar patinka  Jums Berlynas?,Ar patinka Jus Berlynas?
286,"Oh, yes very  much.","Taip, labai  patinka.","Taip, labas patinka."
287,What do you  like best?,O kas  daugiausiai patinka?,O kas daugiaus patinka?
288,I like the  National Gallery and Schloss Charlottenburg best.,Daugiausiai Nacionalinė galerija ir Šarlotenburgo pilis.,Daugiau Nacionalinės galerijos ir Šarlotenburgo pilis.
289,But also like  the Court Gardens.,Taip pat  patinka pilies sodas.,Taip pat pat patinka pilies sodos.
290,Would you like  to live in Berlin?,Ar norėtumėte gyventi Berlyne?,"Ar norit, kad būtų gera Berlyne?"
291,"Oh  yes, that  would be good. I would speak German a lot better then.",Tai būtų puiku. Aš geriau kalbėčiau vokiškai.,Tai ūsų puiku. Aš geriau kalbėčiau vokiškai.
292,Where do you  live then?,Kur Jūs gyvenate?,Kur mes gyvenate?
293,"I live in  London, and you?","Aš gyvenu Londone, o Jūs?","Aš esu čia Londone, o jūs?"
294,"I have been  living here in the ""Spreemetropolis' for the past 40 years. I'm a genuine Berliner.",Aš gyvenu čia Šprimetropolyje jau keturis metus. Esu tikras  berlynietis.,Aš esu čia Šprimetropolyje jau keturis metus. Esu tikras berlynietis.
295,To  discuss methods of payment,Apie mokėjimo būdus,Apie mokyklą
296,That comes to  125 marks 50.,Tai bus 125 markės ir 50.,Tai bus 125 markės ir 50.
297,"I haven't got  that much on me, sorry.","Gaila, prie savęs aš neturiu tiek daug.","Gaila, prie savos aš neturiu tiek daug."
298,That doesn't  matter. You can pay by credit card.,Tai nieko. Jūs galite mokėti kreditine kortele.,Tai niekas. Jūs galite mokyti creditine kortele.
299,Do you also  take cheques?,O ar galiu čekiais?,O gal galim čekiai?
300,"Yes, if you  have a valid cheque card (on you).","Taip, jeigu  jie galiojantys.","Taip, jeigu jie galiojantys."
301,"Yes, of course.","Taip, žinoma.","Taip, žinoma."
302,All right  then. Please make the cheque payable to Zille and Co.,Gerai. Išrašykite tada čekį Ciles ir Ko vardu.,Išekite į Ciles ir Ko vardu.
303,And here is  my cheques card.,"Štai čekis, prašau.","Štai čekis, prašau."
304,"Ah,  see, you  are English? You speak German very well.","Ach, Jūs anglas? Bet Jūs kalbate puikiai vokiškai.","Ach, Jūs anglas? Bet Jūs kalbate puikiai voskiai."
305,Congratulations!,Sveikinu!,Sveikinu!
306,Thank you  very much.,Ačiū.,Ačiū.
307,To  express quality,Apie dovanas (kokybė),Apie dovanas (kokybė)
308,Have a look at  the present I bought.,"Pažiūrėk, kokią dovaną aš nupirkau.","Pažiūrėk, kokią dovaną aš nupirkau."
309,"Oh, a  wallet,  made of leather.","O, piniginė, ir odinė.","O, piniginė, ir odinė."
310,Who is it  for.,Kam tai?,Kam tai?
311,"For  Max, for  his birthday.","Maksui, jo  gimtadienis.","Maksui, jo gimtadienis."
312,I bought a  spectacle case made from a nice piece of cloth for him; and from his girlfriend he is  getting a genuine silver ring.,O aš nupirkau jam dėklą akiniams iš gražios medžiagos o nuo  savo mergaitės jis gaus tikrą sidabrinį žiedą.,O aš nupirkau jam sparnus iš gramojo medžio o nuo savo mergaitės jis gaus tikrą sidabrą į žiedą.
313,Really?,Tikrai?,Tikrai?
314,"Yes, made of  real silver.","Taip, tikrą sidabrinį.","Taip, tikrą sidabrinę."
315,He is well off  this year.,Jam sekasi  šiemet.,Jam sekasi šeimet.
316,To  describe a person,Apibūdinti asmenį,Apibūdinimas asmen
317,Could you  please meet my uncle at 12.57?,Ar negalėtum 12.57 sutikti mano dėdę?,Ar negalėtium 12.57 sutikti mano dieną?
318,I'm  busy.,Aš neturiu  laiko.,Aš neturiu laiko.
319,"From the  station, you mean?","Turi galvoje,  nuo stoties?","Turi galvoje, nuo stoties?"
320,"Okay, what  does he look like?","Na gerai, o  kaip jis atrodo?","Na gerai, o kaip jis atrodo?"
321,"He is very  tall, about 6', and he's rather fat.","Jis labai  aukštas, apie 1,8 m, ir pilnas","<unk> <unk> , <unk> , <unk> , <unk>"
322,Does he wear  glasses?,Ar jis  nešioja akinius?,Ar jis nešioja akinius?
323,"Yes, and he is  always very elegantly dressed. Most of the time in a dark suit, and he is always carrying  a briefcase.","Taip, jis visada apsirengęs elegantiškai. Dažniausiai tamsiu  kostiumu, visada su portfeliu.","Taip, jis visada apsirengęs elegantiškus. Dažniaus tamsiu kostiumu, visada su portfeliu."
324,There are  hundreds of those types. What's his name then?,Tokių šimtai. Koks gi jo vardas ir pavardė?,Tokių šimtai. Koks gi jo vardas ir vieta?
325,"Heinrich  Meier, the same as me.","Henrikas  Mejeris, kaip ir aš.","Henrikas Mejeris, kaip ir aš."
326,Get  well wishes,Palinkkėimai pasveikti.,Palinkėjimai pasveikti.
327,Have you  anything planned for today?,Ar ką nors šiandien planavai?,Ar ką nors šiandien planavai?
328,"Yes, I have to  go to the hospital.","Taip, turiu nueiti į ligoninę.","Taip, turi nueiti į ligoninę."
329,"Oh, what's  hapenned then?",O kas  atsitiko?,O kas atsitiko?
330,My granndad is  in hospital.,Mano senelis ligoninėje.,Mano senelis ligoninėje.
331,I'm going to  visit him,Norėčiau jį aplankyti.,"Norėčiau, kad būtų aplaistytas."
332,"He's had an  accident, you know.","Tu gi žinai, jis buvo papuolęs į avariją.","Tu gi žiunai, jis buvo papuolęs į avariją."
333,"Oh,  dear, how  is he then?",O kaip jis  dabar?,O kaip jis dabar?
334,"He's better  now, thank goodness.","Ačiū Dievui, dabar jaučiasi geriau.","Ačiū Dievui, dabar jaučiasi geriau."
335,"He has had a  car accident, you know,","Tai buvo automobilio avarija, tu žinai.","Tai buvo automobilio avarija, tu žiureti."
336,"Well, when I  think of it, I feel sort of queasy.(lit.)","Kai aš apie  tai galvoju, man tiesiog bloga.","Apie tai, kas yra galvoju, vyras tieciog bloga."
337,"I'm sorry for  him. He meant to fly to Zurich, didn't he?","Man gaila. Jis norėjo į Ciuriką skrįsti, ar ne?","Man gaila. Jie nori į Ciuriką skrieji, ar ne?"
338,Yes today  (exactly). He was really unfortunate.,"Tiksliai,  šiandien. Jam tiesiog nepasisekė.","Tiksliai, šiandiena. Jam tiesiog nepasisekėja."
339,Ich wish him a  speedy recovery.,Linkiu jam kuo greičiau pasveikti.,Linkiu jam kuo greičiau pasveikti.
340,Thanks. Bye  for now.,Ačiū. Kol kas.,Ačiū. Kol kas.
341,Cheers.,Iki.,Iki.
342,The  mysterious briefcase,Paslaptingas  portfelis,Paslaptingo portelis
343,"Well,  Mrs. B.  I say, your briefcase looks very smart.","O, ponas B., Jūsų portfelis atrodo labai įdomiai.","O, ponas B., Jūsų portelis atrodo labi įdomiai."
344,What have you  got in it?,Ką Jūs ten turite?,Ką jūs ten turit?
345,"I don't know  myself, actually.",Aš iš tikrųjų pats nežinau.,Aš iš čia tikrųjų pats nežinau.
346,What? Do you  mean that you don't know what's in your case?,"Ką? Jūs sakote, kad pats nežinote, ką turite portfelyje?","Ką? Jūs sakote, kad paats nežinote, ką jūs turite portfelyje?"
347,That's what I  said.,"Taip, kaip girdėjote.","Taip, kaip girdėjote."
348,Don't you want  to know it?,Ir nenorite žinoti?,Ir nenorite žinių?
349,Of course I do.,"Žinoma, noriu.","Žinomai, noriu."
350,Then I would  certainly feel better.,Jausčiausi tada geriau.,Jausčiaus tada geriau.
351,Why don't you  have a look then?,Tai kodėl tada nepažiūrite?,Tai kodėl tada nepažiūrite?
352,"Okay then;  here, look for yourself.","Gerai,  pažiūrėk pats.","Gerai, pažiūriškės."
353,"Only papers,  nothing but papers.","Nieko, tik  popieriai.","Nieko, tik popieriai."
354,Are you  feeling better now?,Ar dabar Jums  geriau?,Ar dabaru Džimsas Geriau?
355,"At a  Party,  talking about a family.","Vakarėlyje,  apie šeimą","<unk> , apie <unk>"
356,We haven't seen  each other for ages. How are your children?,Šimtą  metų nesimatėme. Kaip Jūsų vaikai?,"Šimtą dieną, kaip mūsų vaikams?"
357,"You have got  two,  haven't you?","Jūs  turite du, ar ne?",Ar tu esi?
358,That's  right.  Since we last met my daughter has married.,"Taip.  Nuo to laiko, kai buvome susitikę, mano duktė ištekėjo.","Taip. Nuo iki laiko, kai buvome susitikę, mano duktė ištekėjo."
359,"Your daughter is  a doctor, isn't she?","Jūsų  duktė gydytoja, ar ne?","Jūsų oda gydytoja, ar ne?"
360,"No, my wife is a  doctor.","Ne,  mano žmona yra gydytoja.","Ne, mano žmona yra gydoja."
361,"My daughter is  still at university, and my son as well.","Mano  duktė dar studijuoja universitete, taip pat ir sūnus.","Mano dukra dar studioja universitete, taip pat ir sunus."
362,What do they  study then?,Ką jie  studijuoja?,Ką jie studijuoja?
363,Both the same  subject.,Abu  tą patį dalyką.,Abu ta pati patalė.
364,Business  management.,Vadybą.,Vadybai.
365,And your  children? What do they do?,O  Jūsų vaikai? Ką jie veikia?,"O jūs, vaikai? Ką jie daro?"
366,I have no  children.,Aš  neturiu vaikų.,Aš negrų vaikų.
367,"I'm not  married, either.",Ir  nesu vedęs.,Ir nesu vedęs.
368,You must be  thinking of my sister.,Jūs  tikriausiai galvojate apie mano seserį?,Mes tikriausiai galvojate apie mano mano seserį?
369,She has two  children.,Ji turi du  vaikus.,Ji turi du vaikus.
370,Holidays,Atostogos,Atostogos
371,How was your  holiday then?,Kaip Tavo  atostogos?,Kaip Tavo atostogos?
372,Great. We've been  to South Germany by car.,Puikiai.  Mes keliavome po pietinę Vokietiją automobiliu.,Puikiai. Mes greiavome po pietinės Vokietijos automobilių.
373,I don't know  South Germany.,Aš  visai nežinau pietinės Vokietijos.,Aš visa tai nežinau pietinės Vokietijos.
374,"Oh, the area is  wonderful! Meadows, woods, mountains, mountain lakes. We loved it!","O,  vietos puikios! Pievos, miškai, kalnai, ir ežerai. Mums labai patiko.","O, vietos puikios! Pievos, miškai, kalnai, ir ežerai. Mums labas patiko."
375,What was the  weather like?,O koks buvo  oras?,O koks buvo oras?
376,We had 7 days  rain and 3 days of sunshine!,"Septynias  dienas lijo, o tris - švietė saulė!","Septynės diena lijo, o tris - švitė saulė!"
377,Plans for a  picnic. Making sugestions.,Iškylos  planavimas. Pasiūlymai.,Iškylos planas. Pasiūlymai.
378,Are you  hungry?  Or not yet?,"Ar Tu jau  alkanas, ar dar ne?","Ar Tu jau alkanas, ar dar ne?"
379,I'm hungry and  thirsty.,Aš  alkanas ir ištroškęs.,Aš alkanas ir ištroškęs.
380,Shall we have our  picnic?,Ar jau  valgysime?,Ar jau valgysime?
381,That's a great  idea. Where shall we have the picknic?,Tai  puiki mintis. Kur bus mūsų piknikas?,Tai puikis mintis. Kur bus mūsų piknikas?
382,I suggest in the  court gardens.,Siūlau  pilies sode.,Šiūlų piliakalnis sode.
383,"Yes, that's  grand. Afterwards we can go inside and have a look around. I would like to see the  porcelain collection.","O,  mes galime eiti į vidų ir apžiūrėti pilį. Aš norėčiau pamatyti porceliano  kolekciją.","O, mes galim eiti į vidu ir apiplaukti pilį. Aš norečiau pamatyti porceliano kolekciją."
384,It's very  famous.  It contains all the original pieces from the 18th century.,"Ji  gana garsi. Visi daiktai originalūs, iš 18 amžiaus.","Ji gana garsi. Visi daitai originalūs, iš 18 amžiau."
385,I've heard about  that. I hope we won't break anything.,"Aš  girdėjau apie tai. Tikiuosi, mes jų nesudaužysime.","Aš esu čia. Tikintysis, mes tavo nenaudėlis."
386,Don't  worry! It's  all behind glass.,Nesijaudink! Jie  visi po stiklu.,Jie visi po stiklu.
387,Turning up late for an appointment,Vėlavimas  į susitikimą,Vėlavimas į susiliejimą
388,It's now twenty  past 12.,Jau  20 minučių po dvyliktos.,Jau 20 minučių po dvyliktos.
389,I had expected  you at 12.,Aš  Jūsų laukiau dvyliktą.,Aš esu Aš jūsų laukimas dvyliktą.
390,But you are quite  out of breat!.,Bet  Jūs gi uždusęs!,Bet jūs gi uždusęs!
391,I'm sorry. I had  (really) bad luck. This is a black day for me.,"Atsiprašau, bet  man labai nesisekė. Nesėkminga diena.","Atsiprasau, labas lesykla. Nesėkminga diena."
392,Everything went  wrong.,Viskas buvo  blogai.,Viskas buvo blogai.
393,What do you mean?,Ką Jūs turite galvoje?,Ką jūs turite galvoje?
394,"Well, the train  arrived late.","Nagi,  traukinys vėlavo.","Nagi, traukinys vėžavo."
395,Then I couldn't  get a taxi; and besides the lift here isn't working either.,"Po  to negalėjau rasti taksi, be to čia ir liftas nedirba.","Po to negalėjau rasti taksi, be to, kad cia ir liftas neirba."
396,I must say that's  really too bad. First get your breath back.,Tikrai blogai. Bet pirmiausia atgaukite kvapą. Atsisėskite.,Tikrai blogai. Bet pirmiausia atgaukite kuprinę. Atsieskite.
397,"Thanks. No  wonder, today is Friday the 13th.","Nieko  nuostabaus, šiandien vasario 13 diena.","Nieko nuostabaus, Šiandien vasario 13 diena."
398,To express  surprise and disbelief,Išreikšti  nustebimą ir netikėjimą,Ištvirkęs ir netvirtas
399,I have a surprise  for you.,Turiu  Tau siurprizą.,Turiu Tau sierprizą.
400,"What is it,  please do tell me!","Kas tai,  pasakyk.","Kas tai, pasakyk."
401,Have a quess.,Spėk.,Spėkas.
402,What could it be?  I have no idea.,Kas  tai galėtų būti. Neturiu supratimo.,Kas tai gali būti. Neturiu supratimo.
403,Imagine you had  won the pools.,"Įsivaizduokite,  išlošėte.","Įsivaizduokite, išlošėte."
404,What do you mean?,Ką  Jūs turite galvoje?,Ką jūs turite galvoje?
405,As I said: You  have won a huge amount of money.,Aš  gi pasakiau. Jūs laimėjote krūvą pinigų.,Aš gi pasakė. Jūs esate mūsų rūvos pinigų.
406,"What, me? Really?  How come?",Kas?  Aš? Iš tikrųjų? Kaip?,Kas? Aš? Aš tikrų? Kaip?
407,I don't know how  to say.,"Aš  nežinau, ką ir sakyti.","Aš nežinau, ką ir sakyti."
408,We schould have a  drink on that!,Turime išgerti.,Turime išgerti.
409,"Yes, of course.  I'll pay for it.",Žinoma.  Aš moku.,Aš moku.
410,Enquiring  about a mystery (or good luck?),Paslaptis?,Paslapčio?
411,"Please  tell me inspector, why all these mysteries?","Pasakykite prašom, inspektoriau, kas čia per paslaptis?","Pasikeikimas prašom, inspektoru, kas čia per paslaptį?"
412,That  I will tell you: this Man has inherited a fortune and doesn't believe it.,"Aš galiu pasakyti, jam nusišypsojo laimė. Ir jis netiki.","Aš galiu pasakyti, kad esu nevykėlis. Ir jis netiki."
413,What  do you mean?,Ką Jūs turite galvoje?,Ką jūs turite galvoje?
414,He  just can't believe it.,Jis negali patikėti.,Jis negali patyčios.
415,Did  he really inherit it?,Ar jis tikrai laimėjo?,Ar jis tikrai laimėjo?
416,Are  you sure it's true?,"Ar Jūs tikras, tai tiesa?","Ar Jūs tikras, tai tiesa?"
417,They  are hardly any doubts.,Nėra jokios abejonės.,Nėra jokios abėjonės.
418,What  do you mean by that?,Ką visa tai reiškia?,Ką visa tai reiškia?
419,I  don't believe it either! It's too good to be true!,Aš tikrai netikiu. Tai būtų per daug gerai.,Aš tikrinu netikiu. Tai ūsų per daug gerų.
420,Two  friends on holiday,Du  draugai atostogauja,Du draugai atostogauja
421,I  have to go to the bank and change money.,Aš turiu nueiti į banką ir pakeisti pinigus.,Aš turiu nueiti į banką ir pakeisti pinigus.
422,Let's  go together.,Eikime kartu.,Eikimė karta.
423,I  need money as well.,Man  taip pat reikia pinigų.,Man taip pat reikia pigų.
424,What's  the exchange rate today?,Koks  kursas šiandien?,Koks kursas šiandien?
425,"Not  so favourable, but I haven't any more cash.","Ne  toks jau geras, bet aš nebeturiu grynųjų.","Ne toks jau geras, bet aš nebeturiu grinų."
426,Only  traveller's cheques.,Tik  kelioninius čekius.,Tik kelioninius čekius.
427,In  the restaurant opposite I've paid with my credit card.,"Restorane,  priešais, aš mokėjau kreditine kortele.","Restorane, priešais, aš mokinu kreditene kortele."
428,That's  possible?,Ar  galima?,Ar galima?
429,What  is the food like there?,Kaip  ten valgis?,Kaip ten valgis?
430,I  found it very good.,Man  patiko.,Vyras patiko.
431,The  chef knows how to cook well.,Virėjas  moka virti.,Virėjas moka virti.
432,At the  bank,Banke,Banke
433,Would you please  change this 500 mark note into Swiss franks for me?,Iškeiskite  prašom 500 markių į šveicariškus frankus.,Iškeiskite prašom 500 markių į šveicariškus frankus.
434,Please go to the  foreign exchange counter.,Eikite  prašom prie užsienio valiutos keitimo langelio.,Eikite prašom prie užsienio valiutos maitinimo langelio.
435,Thank  you.,Ačiū.,Ačiū.
436,At the  foreign exchange counter,Prie  užsienio valiutos keitimo langelio,Prie užsienio valiutos maitinimo langelio
437,"I'd like Swiss  franks, for 500 marks please.",Norėčiau  šveicariškų frankų už 500 markių.,Norėčiau šveicariškų frankų už 500 markių.
438,Certainly. Here  is your money and your receipt.,Prašom.  Štai Jūsų pinigai ir kvitas.,Prašom. Štų jūsų pinigai ir kvitas.
439,Could you also  give me Austrian shilings for 1000 marks please.,Duokite man  prašom dar Austrijos šilingų už 1000 markių?,Duokit man prašmo dar Australijos šilingų už 1000 markių?
440,Cash or  traveller's cheques?,Grynais  ar kelioniniais čekiais?,Grynai ar kelioniniai čekiai?
441,Cash  please.,Grynais  prašom.,Grybai prašom.
442,"In the  street, asking for help","Gatvėje,  prašant pagalbos","Gatvėje, prašant pagalbos"
443,"Hello, Mrs  Becker. How are you?",Sveiki  p. Becker. Kaip laikotės?,Sveiki p. Becker. Kaip laikotes?
444,Fine.  Thanks.,Ahiū.  Gerai.,Ahiū. Gerai.
445,How are  you?,O  kaip Jūs?,O kaip Džius?
446,Not so  well.,Taip sau.,Taip sau.
447,Oh  dear. What is  the matter then?,"O brangioji, kas  yra?","O brangioji, kas yr?"
448,My credit card is  gone.,Mano  kreditinė kortelė dingo.,Mano kroatų kortelė dingo.
449,I can't find it  anywhere.,Aš  niekur negaliu jos rasti.,"Aš esu jaunas, seksualus."
450,When did you last  have it?,Kada  paskutinį kartą ją turėjote?,Kada paskutinį kartoną turi?
451,Only  yesterday.,Dar vakar.,Dar vakar.
452,I paid for  something with the card.,Aš mokkjau už  kažką kortele.,Aš esu mokkjau už kažką kortele.
453,Go to the bank  straight away.,Eikite tuoj pat  į banką.,Į banką įnešama tik viena dalis.
454,Do come with me  please.,"Eikime kartu,  prašau.","Eikimė kartu, prašau."
455,I have a bad  headache.,Man labai skauda  galvą.,Vyras labas skauda galvą.
456,Of course I'll  come with you.,"Žinoma, gerai.","Žinoma, gerai."
457,We'll go to a  cafe and have a cup of coffee.,Mes užeisime į  kavinę ir išgersime puoduką kavos.,Mes užeime į kavinę ir išgersime puoduką.
458,I have some  aspirin tablets and in the cafe we can get some water.,"Aš turiu  aspirino tabletę, o kavinėje gausime vandens.","Aš turiu aspirino tabletę, o kavalieriaus gausime vandenis."
459,Plans  for the Evening,Planai  vakarui,Planai vakarui
460,What shall we do  this evening?,Ką  mes darysime šį vakarą?,Ką mes darysime <unk> vakarą?
461,Do we want to go  to the cinema or to the theatre?,Gal eisime į  kiną ar teatrą?,Ar galima į kiną žiūrėti?
462,I'm sure we'll  still get tickets.,Galėtumėm dar  gauti bilietus.,Galėtumas dar gauti bilietus.
463,But we could also  go dancing.,Galėtumėm  ir pašokti nueiti.,Galėtumėm ir pastori nueiti.
464,"I like  anything,  ballet or theatre.","Aš  mėgstu viską, ir baletą ir teatrą.","Aš esu išėjęs į gatvę, ir aš esu išėjęs į gatvę."
465,"I also like going  to the cinema; you choose,what to do.","Aš  mėgstu ir kiną; sugalvok, ką mes darysime.","Aš esu aš ir kinas; sugalvok, ką mes darysime."
466,I just want to  have a night out.,Aš  tiesiog norėčiau kur nors išeiti.,Aš esu tas pats norėčiau kur nei išeiti.
467,Peter remembers  how hard up he is.,"Piteris  prisimena, kaip sunku prie kasos.","Piteris prisimena, kaip sunku prie kasos."
468,But he can't  suggest watching television.,Bet  jis negali pasiūlyti televizijos.,"Bet jis negali būti padaryta, kad būtų galima."
469,They borrow the  newspaper from the man sitting at the table next to them and look for the theatre programme.,Jie pasiskolina  laikraštį iš vyriškio prie gretimo staliuko ir žiūri teatrų programą.,Jie pasiskolina laikrodžius iš naujo iš naujo įdiegti programinę įrangą.
470,"They find nothing  suitable, and decide to go to a restaurant.",Jie  neranda nieko tinkamo ir nusprendžia nueiti į restoraną.,Jie neranda niekučio tinkamo ir nusprendzia nueiti į restoraną.
471,I'll take you of course.,"Žinoma, aš jus  kviečiu.","Žinoma, aš jus kviečiu."
472,I know a good  restaurant. It's fairly small and not expensive.,Aš žinau gerą  restoraną. Jis nedidelis ir nebrangus.,Aš esu gera restoraną. Jis nedidelis ir nebrangus.
473,"Service is good  and the food tastes excelent. That is the most important thing, don't you think?","Aptarnavimas  geras ir maistas puikus. O tai svarbiausia, ar ne?","Aptarnavimas geras ir maistas puikus. O tai svarbiausia, ar ne?"
474,"Yes, thank you.","Taip, ačiū.","Taip, ačiū."
475,"I can wear the  shirt that I bought a minute ago, and the tie, which you gave me as present.","Ap galiu  apsivilkti marškinius, kuriuos tik ką nusipirkau ir kaklaraištį, kurį tu man  padovanojai.","Ap galiu apsivilkti marškinius, guriuoja tik ką nusipirkau ir kaklaraiščius, kurį tu vyras padovanojai."
476,We schould go now.,Mes turėtumėm  jau eiti.,Mes turim jaunai eit.
477,The shops close  at 6 and I still want to buy something.,"Parduotuvės  užsidaro 6-tą, o aš dar noriu ką nors nusipirkti.","Parduotuvės užsidabruotos 6-tą, o aš dar noriu ką nors nusipirkti."
478,"Waiter, bill please!","Padavėjau, prašom sąskaitą.","Padavėjai, prašminiai sąskaitai."
479,"A little jug of  coffee, one lemon tea and 2 pieces of cake; that comes to 9 marks 70.","Mažas kavinukas  kavos, arbata su citrina ir 2 gabaliukai pyrago; už visa tai 9 markės 70.","Mažas kavinukas kavas, arbata su citrina ir 2 gabaliukai pirago; už visa tai 9 markės 70."
480,Here's your bill.,Štai Jūsų  sąskaita.,Štų Jūsų sąskaita.
481,Should I give a tip?,Ar aš turiu  duoti arbatpinigių?,Ar aš turiu duotų arbatpinigių?
482,"Only 30 Pfennigs,  if you want to.","Tiktai 30  pfenigių, jeigu nori.","Tiktai 30 pfenigių, jeigu nori."
483,"In Germany,  service is always included.",Vokietijoje  aptarnavimas visada įjungtas.,Vokietije dizainas visada įjungtas.
484,To  clarify a confusion (wrong address),Išaiškinti  nesusipratimą (blogas adresas),Ištvirkęs neišmanėlis (blogas adresas)
485,"Good  morning, are you from the express-courier service?",Labas  rytas. Ar Jūs iš ekspreso kurjerių tarnybos?,Labas rytas. Ar Jūs iš tikrųjų esate kurjerių tarnybos?
486,"Yes,  that's right.",Taip.,Taip.
487,We  have been expecting you.,Mes  laukėme Jūsų.,Mes laukume Jūsų.
488,Come in.,Prašom  įeiti.,Prašom įeiti.
489,Thanks.  Did you wait long?,Ačiū.  Ar Jūs laukėte ilgai?,Ačiū. Ar Jūs laižyt ilgai?
490,It's  all right. Where are the parcels?,Nieko.  Kur paketas?,Kur paketai?
491,Have  you got them?,Ar  Jūs turite jį?,Ar jūs turite čiurkšlę?
492,"Of  course. Here you are, both in the name of Schmidt.","Žinoma.  Štai, abu Šmidto vardu.","Žinoma. Štai, abu Šmidto vardu."
493,"Schmidt?  My name is Schulz, Elvira Schulz.","Šmidto?  Mano vardas Šulz, Elvyra Šulz.","Mano vardas Šulz, Elvyra Šulz."
494,"There  must be something wrong. Here it says: Schmidt, Bahnhof Street 12, third floor.","Tai  kažkas negerai. Bet čia parašyta: Šmidt, Bahnhof Street 12, trečias aukštas.","Tai kažkas negerai. Bet čia parašita: Šmidt, Bahnhof Street 12, trečias aukštas."
495,"Yes,  the address is correct, but we are on the fourth floor. The Schmidts are living on the 3rd floor.","Taip  adresas teisingas, bet mes esame ketvirtame aukšte. Šmidtai gyvena trečiajame.","Taip adresas teisingas, bet mes esame ketvirtame aukštai. Šmidtai gyvena trečiajame."
496,"Oh,  I'm sorry.","O,  atsiprašau.","O, atsiprašau."
497,Goodbye.,Viso  gero.,Viso gero.
498,What on earth did they order? Also with express-courier!,Kas  gi po galais čia dedasi? Ir dar ekspreso kurjeriai!,Kas gi po galais cia dedasi? Ir dar ekspreso kurjeriai!
499,Airplane disaster in Vilnius - what is known about the event?,Lėktuvo katastrofa Vilniuje – kas žinoma apie įvykį?,Liekno katastrofa Vilniuje – kas yra tiksli apie įvyki?
500,"On Monday morning a plane crash occurred in the capital - in Liepkalnis, near Vilnius Airport, a cargo aircraft ""Boeing 737"" crashed.","Pirmadienio rytą sostinėje įvyko lėktuvo katastrofa – Liepkalnyje, netoli Vilniaus oro uosto, nukrito krovininis orlaivis „Boeing 737“.","Pirmasis žingsnis į aparatą – Liepkalnyje, netoli Vilniaus oro uosto, nukritęs krovininis orlaivis<unk> Boeing 737“."
501,"One person was killed in the incident, three were injured, one of them is a Lithuanian.","Per įvykį vienas žmogus žuvo, trys sužeisti, vienas iš jų yra lietuvis.","Per įvykį į vieną vietą žmogus žuvo, trips sužeisti, viena iš jos yr lietuvis."
502,On Monday at 5.28 am received information that a cargo plane crashed in Liepkalnis near the house.,"Pirmadienį 5.28 val. ryto gauta informacija, kad krovininis lėktuvas nukrito Liepkalnyje šalia namo.","Pirmadienį 5.28 val. ryto gautoje informacija, kad krovininis lėktuvas nukritime Liepkalnyje šalia nam."
503,"Commercial aircraft flew to Vilnius from Leipzig, Germany.","Krovininis lėktuvas į Vilnių skrido iš Leipcigo, Vokietijos.","Krovinis lėktuvas į Vilnių skrido iš Leipcigo, Vokietija."
504,"Before the flight to Vilnius, the plane stood unused for two days, November 23-24, at Leipzig Airport.","Prieš skrydį į Vilnių lėktuvas dvi dienas, lapkričio 23–24 d., Leipcigo oro uoste stovėjo nenaudojamas, nors įprastai orlaiviu buvo skraidoma kasdien.","Prieš skrydį į Vilnių lėktuvas dvidienis, lapkričio 23<unk> 24 d., Leipcigo oro uosto stovė nenaudojamas, nei įprastus, nei įpraustus, nei įlavtus, nei įrašus, nei įrašus, nei įrašus, nei įrašus."
505,"Airplane crashed in Liepkalnis, at the intersection of Žirniai and Liepkalnis streets.","Lėktuvas nukrito Liepkalnyje, ties Žirnių ir Liepkalnio gatvėmis.","Lėktuvas nukritęs Liepkalnyje, ties Žirnių ir Liepkalnio gatvėmis."
506,"Company DHL's commissioned flights were performed by an aircraft belonging to Spanish airlines ""Swiftair"".","Bendrovės DHL užsakomuosius skrydžius vykdė lėktuvas, priklausęs Ispanijos oro linijoms „Swiftair“.","Bendrovės DHL užsakovas skrydžius vėžlys lyntuvas, prikalbas Ispanijos oro linijos<unk> Swiftair“."
