range,en,lt,translated_text,BLEU_Score,CHRF_Score,COMET_Score
185-191,How  should I know? Open it and read it!,Aš nežinau. Atidaryk ir perskaityk!,Kaip man žinoti? Atidarykite ir perskaitykite!,23.217024112151968,51.113854292960305,0.3945637345314026
185-191,Arrive  one day later - stop -please stay in Berlin - stop - sightseing perhaps? - stop - See you  later - stop - Peter H.,Atvykstu viena diena vėliau - taškas - pasilik Berlyne - taškas  - gal pasižvalgyk mieste - taškas - Pasimatysime - taškas - Peter H.,Atvykimas vieną dieną vėliau - stop -prašom likti Berlyne - stop - taikingeing gal? - stop - Iki pasimatymo vėliau - stop - Peter H.,23.217024112151968,51.113854292960305,-0.4167555570602417
185-191,"Well,  are you staying?","Taigi,  pasilieki?","Na, ar tu pasiliksi?",23.217024112151968,51.113854292960305,-0.470253050327301
185-191,Of  course I am!,"Na, žinoma!","Žinoma, kad esu!",23.217024112151968,51.113854292960305,0.6198553442955017
192-197,Another  message...Reading a bizarre message.,Dar viena žinutė,Kitas pranešimas...Skaitykite keistą pranešimą.,23.217024112151968,51.113854292960305,-0.2588815689086914
192-197,Have a  listen:  Do I come? - or do you come? Over the weekend or on Friday? In the castle or in the court  gardens? Where shall we meet?,"Klausyk,  aš atvykstu ar Tu atvyksti? Savaitgalyje ar penktadienį?  Pilyje ar pilies sode? Kur susitinkame?",Ar klausyti: Ar aš atėjau? - ar tu ateini? Savaitgalį ar penktadienį? Pilyje ar teismo soduose? Kur mes susitiksime?,23.217024112151968,51.113854292960305,0.4729836583137512
192-197,Who's sent  that then?,Kas tai siunčia?,Kas tada jį atsiuntė?,23.217024112151968,51.113854292960305,0.4463001489639282
192-197,"I don't  know,  no idea. Perhaps a ghostwriter?",Neįsivaizduoju. Gal dvasia?,"Nežinau, neįsivaizduoju, gal vaiduoklių rašytojas?",23.217024112151968,51.113854292960305,0.11476943641901016
192-197,Very  strange!,Labai keista!,Labai keista!,23.217024112151968,51.113854292960305,1.3309415578842163
192-197,Exactly as in  a thriller.,Kaip  detektyve.,"Lygiai taip pat, kaip ir trileryje.",23.217024112151968,51.113854292960305,-0.04564352333545685
198-204,There's no  parking here!,Čia  mašinas statyti draudžiama.,Čia nėra automobilių stovėjimo aikštelės!,23.217024112151968,51.113854292960305,0.7612404227256775
198-204,I didn't know  that. I will drive off immediatly.,Aš  nežinojau. Aš tuoj pat išvažiuosiu.,"Aš to nežinojau, aš tuoj pat išvažiuosiu.",23.217024112151968,51.113854292960305,1.2585735321044922
198-204,On weekends you  can park here.,Savaitgaliais  galima.,Savaitgaliais čia galima parkuoti.,23.217024112151968,51.113854292960305,1.1702220439910889
198-204,And what day is  it today?,O kokia  šiandien diena?,O kokia šiandien diena?,23.217024112151968,51.113854292960305,1.3273729085922241
198-204,Today is  Wednesday.,Trečiadienis.,Šiandien trečiadienis.,23.217024112151968,51.113854292960305,1.2516984939575195
198-204,Wha t a  pity! But  I can't wait for 2 days!,Gaila. Bet aš  negaliu dvi dienas laukti.,"Ką gi, gaila! Bet aš negaliu laukti 2 dienų!",23.217024112151968,51.113854292960305,1.1524425745010376
198-204,And you are not  allowed to do so either!,"Gaila,  bet niekuo negaliu padėti.",Ir jūs taip pat negalite to padaryti!,23.217024112151968,51.113854292960305,-0.18090642988681793
205-218,Enquiring about public transport,Paklausti apie viešąjį transportą,Klausinėja apie viešąjį transportą,23.217024112151968,51.113854292960305,1.2396361827850342
205-218,Where  do you want to go?,Kur Jūs norėtumėte nueiti?,Kur nori eiti?,23.217024112151968,51.113854292960305,-1.1733561754226685
205-218,To  the castle please.,Į pilį.,Į pilį prašau.,23.217024112151968,51.113854292960305,0.8337681889533997
205-218,By  tube or bus?,Metro ar autobusu?,Tube ar autobusu?,23.217024112151968,51.113854292960305,1.1873936653137207
205-218,Which  is the best?,O kaip geriau?,Kuris yra geriausias?,23.217024112151968,51.113854292960305,-0.24853456020355225
205-218,"By  tube it's faster, but the bus is cheaper.","Metro  - greičiau, o autobusu - pigiau.","Vamzdžiu jis greitesnis, bet autobusas pigesnis.",23.217024112151968,51.113854292960305,0.8745744228363037
205-218,I'll  take the bus.,Tada autobusu.,Aš važiuosiu autobusu.,23.217024112151968,51.113854292960305,0.13322916626930237
205-218,Which  number (bus) is it please?,Kuris autobusas?,Koks skaičius (autobusas) yra tinkamas?,23.217024112151968,51.113854292960305,-0.12953665852546692
205-218,Number  48; it goes directly to the castle.,48 numeris važiuoja  tiesiai prie pilies.,48 – eina tiesiai į pilį.,23.217024112151968,51.113854292960305,-0.6961105465888977
205-218,Where  is the stop?,Kur sustojimas?,Kur yra stotelė?,23.217024112151968,51.113854292960305,-0.12397410720586777
205-218,"The  stop is right here, at the corner, on tie right hand side.","Sustojimas čia pat, už kampo, dešinėje pusėje.","Sustojimas yra čia, kampe, ant kaklaraiščio dešinėje pusėje.",23.217024112151968,51.113854292960305,0.7003278732299805
205-218,"Oi the right, yes of cource, I almost forgot about that.",Dešinėje? Aš visai užmiršau.,"Taip, taip, teisingai, beveik pamiršau.",23.217024112151968,51.113854292960305,-0.3952159285545349
205-218,Many thanks.,Didelis ačiū.,Labai ačiū.,23.217024112151968,51.113854292960305,1.1921038627624512
205-218,You're welcome.,Nėr už ką.,Nėra už ką.,23.217024112151968,51.113854292960305,1.2715095281600952
219-229,Describing  an accident,Avarija,Apibūdinti avariją,23.217024112151968,51.113854292960305,0.22759488224983215
219-229,What was that?,Kas atsitiko?,Kas tai buvo?,23.217024112151968,51.113854292960305,0.5793061852455139
219-229,"An accident,  in Kantstrasse.",Avarija Kanto gatvėje.,Avarija Kanto gatvėje.,23.217024112151968,51.113854292960305,1.3296401500701904
219-229,How did it happen?,Kaip tai  buvo?,Kaip tai nutiko?,23.217024112151968,51.113854292960305,1.3004473447799683
219-229,The traffic  lights at the crossing are not working. Three cars have collided.,Šviesoforas kryžkelėje nedirba. Susidūrė trys  automobiliai.,Šviesoforai sankryžoje neveikia. Trys automobiliai susidūrė.,23.217024112151968,51.113854292960305,1.2892447710037231
219-229,Is somebody injured?,Ar kas nors sužeistas?,Ar kas nors sužeistas?,23.217024112151968,51.113854292960305,1.3284660577774048
219-229,"Yes, two  drivers are badly injured' the other passengers only slightly, thank goodness.","Taip, du vairuotojai sunkiai sužeisti, ačiū Dievui - kiti nesunkiai.","Taip, du vairuotojai yra sunkiai sužeisti"", kiti keleiviai tik šiek tiek, ačiū Dievui.",23.217024112151968,51.113854292960305,1.1411559581756592
219-229,Whenn did it  happen then?,Kada tai  atsitiko?,Kada tai įvyko?,23.217024112151968,51.113854292960305,1.3098952770233154
219-229,Ten minutes  ago. Somebody rang the ambulance.,Prieš dešimt minučių. Kažkas iškvietė greitąją.,Prieš dešimt minučių kažkas paskambino greitajai pagalbai.,23.217024112151968,51.113854292960305,1.2203868627548218
219-229,It will be  here soon.,Ji greitai  atvyks.,Jis bus čia netrukus.,23.217024112151968,51.113854292960305,0.5075352787971497
219-229,"I hope so. The  traffic looks like chaos, don't you think?","Tikėkimės. Toks didelis judėjimas, ar ne?","Tikiuosi, eismas atrodo kaip chaosas, ar ne?",23.217024112151968,51.113854292960305,0.4149082899093628
230-248,Difficulties  on the phone (to complain about an order,Apie  nesusipratimus telefonu,Sunkumai telefonu (skundas dėl užsakymo,23.217024112151968,51.113854292960305,-0.07230551540851593
230-248,"Sauer & Co., hello.","Alio, Sauer  & Co.","Sauer & Co., labas.",23.217024112151968,51.113854292960305,0.16531190276145935
230-248,Good morning.  Becker fashions. We received your parcels this morning.,Labas rytas. Bekerio mados. Šiandien gavome Jūsų siuntinį.,"Labas rytas, Beker mados, šįryt gavome jūsų siuntinius.",23.217024112151968,51.113854292960305,1.2787669897079468
230-248,Which parcel  are you talking about?,Apie kurį siuntinį Jūs kalbate?,Apie kokią siuntinį kalbate?,23.217024112151968,51.113854292960305,1.3065547943115234
230-248,The delivery  of socks.,Siuntinys su kojinėmis.,Kojinių pristatymas.,23.217024112151968,51.113854292960305,-1.1677907705307007
230-248,Now I remember. Good.,Prisimenu.,Dabar aš prisimenu.,23.217024112151968,51.113854292960305,0.5935701131820679
230-248,I'm pleased.,"Gerai, kad  gavote.",Aš patenkinta.,23.217024112151968,51.113854292960305,0.2691304683685303
230-248,"No, not good  at all.",Visai ne  gerai.,"Ne, visai neblogai.",23.217024112151968,51.113854292960305,1.087282657623291
230-248,There are as  many as 300 pairs of grey socks.,Jame 300 porų pilkų kojinių.,Yra net 300 porų pilkos kojinės.,23.217024112151968,51.113854292960305,1.1778373718261719
230-248,That's right.,Teisingai.,Teisingai.,23.217024112151968,51.113854292960305,1.329115629196167
230-248,"No, it's not  right. Miss...","Ne,  neteisingai, panele...","Ne, netiesa, panele...",23.217024112151968,51.113854292960305,0.6748219132423401
230-248,"Mrs., if you  please, Mrs. Ernst.",Ponia...  Ponia Ernst.,"Ponia, jei tik panorėsite, ponia Ernst.",23.217024112151968,51.113854292960305,-0.36274582147598267
230-248,"Mrs. Ernst, we  didn't actually order 300 pairs of grey socks.","Ponia Ernst, mes iš tikrųjų neužsakėme 300 porų pilkų kojinių.","Ponia Ernstai, mes iš tikrųjų neužsakėme 300 porų pilkų kojinių.",23.217024112151968,51.113854292960305,1.308929443359375
230-248,"Oh, yes, you  did. I've got it here in the books.",Užsakėte. Aš matau knygoje.,"O, taip, tu tai padarei, aš turiu tai čia, knygose.",23.217024112151968,51.113854292960305,-0.38104110956192017
230-248,"Mrs. Ernst,  something must be wrong there. We ordered 30 pairs of grey socks, not 300.","Ponia Ernst, kažkas čia negerai. Mes užsakėme 30 porų pilkų kojinių, o  ne 300.","Ponia Ernst, kažkas čia negerai, mes užsisakėme 30 porų pilkų kojinių, o ne 300.",23.217024112151968,51.113854292960305,1.2938084602355957
230-248,Not 300 then?,Ne 300?,Ne 300?,23.217024112151968,51.113854292960305,1.3257222175598145
230-248,"Oh well, send  those you don't want back to us.","Ach, išsiųskite mums, jeigu Jūs jų nenorite.","Na, siųsk tuos, kurių nenori mums grąžinti.",23.217024112151968,51.113854292960305,0.45241767168045044
230-248,Goodbye.,Viso gero.,Viso.,23.217024112151968,51.113854292960305,0.41099390387535095
230-248,"I don't know  what to say, but what I can do?","Aš tiesiog nežinau, ką pasakyti. Bet ką aš galiu padaryti?","Nežinau, ką pasakyti, bet ką daryti?",23.217024112151968,51.113854292960305,0.9934186339378357
249-261,A meeting  on the plane,Susitikimas lėktuve,Susitikimas lėktuve,23.217024112151968,51.113854292960305,1.3287148475646973
249-261,"Hello, Mrs Schmidt.","Sveika, ponia  Šmidt.","Sveiki, ponia Šmidt.",23.217024112151968,51.113854292960305,1.298540711402893
249-261,What a  surprise to meet you here on the plane!,Koks netikėtumas Jus čia lėktuve sutikti!,"Kokia staigmena, kad jūs esate lėktuve!",23.217024112151968,51.113854292960305,0.058815233409404755
249-261,Yes. Isn't it?,Tikrai?,"Taip, ar ne?",23.217024112151968,51.113854292960305,0.6315001845359802
249-261,How are you?,Kaip sekasi?,Kaip tu?,23.217024112151968,51.113854292960305,0.4904496669769287
249-261,"I'm fine  thanks, and how are you?","Puikiai, o  Jums?","Ačiū, viskas gerai, o kaip tu?",23.217024112151968,51.113854292960305,0.7084525227546692
249-261,Where are you  going to?,Kur Jūs vykstate?,Kur tu eini?,23.217024112151968,51.113854292960305,-1.3222144842147827
249-261,I'm going to  visit my son. He is living in Switzerland now. And what about you?,Ruošiuosi aplankyti savo sūnų. Jis gyvena Šveicarijoje. O Jūs?,"Aš aplankysiu savo sūnų, jis dabar gyvena Šveicarijoje, o kaip tu?",23.217024112151968,51.113854292960305,1.1522538661956787
249-261,I'm on  business again. I often fly on this route.,Aš vėl komandiruotėje. Aš dažnai skrendu šiuo maršrutu.,"Aš vėl dirbu, dažnai skrendu šiuo maršrutu.",23.217024112151968,51.113854292960305,0.7789783477783203
249-261,I see. How  often then?,Matau. Kaip dažnai?,"Matau, kaip dažnai?",23.217024112151968,51.113854292960305,1.2992842197418213
249-261,About 2-3  times per month.,Maždaug tris kartus per mėnesį,2-3 kartus per mėnesį.,23.217024112151968,51.113854292960305,1.3120036125183105
249-261,I'm only  flying for the second time today!,O aš skrendu šiandien antrą kartą!,Šiandien aš skraidau antrą kartą.,23.217024112151968,51.113854292960305,1.2886073589324951
249-261,No wonder that  we don't meet more then!,"Ne nuostabu, kad mes ne dažnai susitinkame!","Nenuostabu, kad mes daugiau nebesusitinkame!",23.217024112151968,51.113854292960305,0.9830294251441956
262-273,Talking  about interests,Pokalbis apie pomėgius,Kalbėti apie interesus,23.217024112151968,51.113854292960305,0.006188852712512016
262-273,What are you  interested in?,Kuo Jūs domitės?,Kas jus domina?,23.217024112151968,51.113854292960305,-0.24953626096248627
262-273,That depends.  I'm interested in many things.,Kaip čia pasakius? Aš domiuosi daugeliu dalykų.,"Tai priklauso nuo to, man rūpi daug dalykų.",23.217024112151968,51.113854292960305,0.3897952437400818
262-273,Are you  interested in art?,Ar Jūs domitės menu?,Ar domitės menu?,23.217024112151968,51.113854292960305,1.3244233131408691
262-273,What kind of  art do you mean?,Žiūrint ką Jūs turite galvoje?,Kokį meną turi omenyje?,23.217024112151968,51.113854292960305,0.11434745043516159
262-273,Paintings.,Tapybą.,Paveikslai.,23.217024112151968,51.113854292960305,-0.3617720305919647
262-273,"Oh yes, I'm  very interested in paintings.",O taip. Man  patinka tapyba.,"Taip, mane labai domina paveikslai.",23.217024112151968,51.113854292960305,0.47387129068374634
262-273,What kind of  paintings are you particularly interested in?,Kokia tapybos rūšimi Jūs daugiausiai domitės?,Kokie paveikslai jus ypač domina?,23.217024112151968,51.113854292960305,0.7299052476882935
262-273,Expressionist  paintings like the ones by Kandinsky and Schmidt-Rotluf for  example. I like both very much.,"Ekspresionistai, pavyzdžiui tokie kaip Kandinskis ir  Šmidt-Rotlufas. Aš juos abu mėgstu.","Ekspresionistiniai paveikslai, kaip, pavyzdžiui, Kandinsky ir Schmidt-Rotluf. Man abu labai patinka.",23.217024112151968,51.113854292960305,0.8257054686546326
262-273,So you are  only interested in modern art?,"Taigi, Jūs domitės tik moderniu menu?",Ar jus domina tik šiuolaikinis menas?,23.217024112151968,51.113854292960305,1.0779613256454468
262-273,"No, I'm also  interested in the impressionists, but not as much.","O ne. Man  patinka ir impresionistai, nors ne perdaug.","Ne, mane taip pat domina impresionistai, bet ne tiek daug.",23.217024112151968,51.113854292960305,1.022257924079895
262-273,"I 'm not  interested in paintings at all, only in photography.",O man visai  nepatinka tapyba. Aš domiuosi fotografija.,"Manęs visiškai nedomina paveikslai, tik fotografija.",23.217024112151968,51.113854292960305,0.6404511332511902
274-283,Talking  about the weather,Pokalbis apie orą,Kalbėti apie orą,23.217024112151968,51.113854292960305,1.224654197692871
274-283,Do you know  what the weather is going to be like?,"Ar žinote, koks bus oras?","Ar žinote, koks oras bus?",23.217024112151968,51.113854292960305,1.3227322101593018
274-283,"Yes, I happen  to know it; I've seen the weather report.","Taip, atsitiktinai perskaičiau orų prognozę.","Taip, aš žinau; Aš mačiau orų pranešimą.",23.217024112151968,51.113854292960305,0.37606626749038696
274-283,What's the  weather like in London?,Koks bus oras  Londone?,Koks oras yra Londone?,23.217024112151968,51.113854292960305,0.44039055705070496
274-283,In London  it's cool; but it's going to improve.,"Bus vėsu, bet žada pasitaisyti.","Londone viskas gerai, bet viskas pagerės.",23.217024112151968,51.113854292960305,-0.04380694776773453
274-283,And what's  the weather in Berlin going to be like?,O koks bus  oras Berlyne?,Kaip atrodys oras Berlyne?,23.217024112151968,51.113854292960305,0.5613855719566345
274-283,"Here it's  going to stay warm, just as yeterday. Here it's going to be a lovely  summer.","Ž  ada būti  saulėtas ir šiltas, toks kaip vakar. Puiki vasara!","Čia jis bus šiltas, kaip ir šiandien. Čia bus graži vasara.",23.217024112151968,51.113854292960305,0.6088205575942993
274-283,You are quite  right.,Jūs teisus.,Tu visiškai teisus.,23.217024112151968,51.113854292960305,1.3099814653396606
274-283,It's fairly  warm already.,Jau net dabar  šilta.,Jau gana šilta.,23.217024112151968,51.113854292960305,1.204469084739685
274-283,"According to  the report, we will get as much as 30o centigrade today.",Pagal prognozę bus šiandien 30  o šilumos.,"Pasak jo, šiandien bus 30 laipsnių.",23.217024112151968,51.113854292960305,0.8333410024642944
284-294,Do  you like it?(To express likes),Ar  Jums patinka?,Ar jums patinka tai? (Išreikšti mėgsta),23.217024112151968,51.113854292960305,-0.20070382952690125
284-294,Do you like  Berlin?,Ar patinka  Jums Berlynas?,Ar Jums patinka Berlin?,23.217024112151968,51.113854292960305,1.1633237600326538
284-294,"Oh, yes very  much.","Taip, labai  patinka.","O, taip labai.",23.217024112151968,51.113854292960305,0.2958725392818451
284-294,What do you  like best?,O kas  daugiausiai patinka?,Kas tau labiausiai patinka?,23.217024112151968,51.113854292960305,1.2792154550552368
284-294,I like the  National Gallery and Schloss Charlottenburg best.,Daugiausiai Nacionalinė galerija ir Šarlotenburgo pilis.,Man labiausiai patinka Nacionalinė galerija ir Šlotas Šarlotenburgas.,23.217024112151968,51.113854292960305,0.5170350670814514
284-294,But also like  the Court Gardens.,Taip pat  patinka pilies sodas.,"Taip pat, kaip ir sodo sodas.",23.217024112151968,51.113854292960305,-0.7909705638885498
284-294,Would you like  to live in Berlin?,Ar norėtumėte gyventi Berlyne?,Ar norėtumėte gyventi Berlyne?,23.217024112151968,51.113854292960305,1.3274109363555908
284-294,"Oh  yes, that  would be good. I would speak German a lot better then.",Tai būtų puiku. Aš geriau kalbėčiau vokiškai.,"Taip, tai būtų gerai, tada aš daug geriau kalbėčiau vokiškai.",23.217024112151968,51.113854292960305,1.0757651329040527
284-294,Where do you  live then?,Kur Jūs gyvenate?,Kur tu gyveni?,23.217024112151968,51.113854292960305,1.2556318044662476
284-294,"I live in  London, and you?","Aš gyvenu Londone, o Jūs?","Aš gyvenu Londone, o tu?",23.217024112151968,51.113854292960305,1.2942614555358887
284-294,"I have been  living here in the ""Spreemetropolis' for the past 40 years. I'm a genuine Berliner.",Aš gyvenu čia Šprimetropolyje jau keturis metus. Esu tikras  berlynietis.,"Aš gyvenu čia, ""Spreemetropolyje"" pastaruosius 40 metų.",23.217024112151968,51.113854292960305,0.5341982841491699
295-306,To  discuss methods of payment,Apie mokėjimo būdus,Aptarti mokėjimo būdus,23.217024112151968,51.113854292960305,1.2606823444366455
295-306,That comes to  125 marks 50.,Tai bus 125 markės ir 50.,Tai yra 125 ženklai 50.,23.217024112151968,51.113854292960305,0.3354733884334564
295-306,"I haven't got  that much on me, sorry.","Gaila, prie savęs aš neturiu tiek daug.","Aš nelabai apie tai galvojau, atsiprašau.",23.217024112151968,51.113854292960305,-0.5753282904624939
295-306,That doesn't  matter. You can pay by credit card.,Tai nieko. Jūs galite mokėti kreditine kortele.,"Tai nesvarbu, galite mokėti kreditine kortele.",23.217024112151968,51.113854292960305,1.1793270111083984
295-306,Do you also  take cheques?,O ar galiu čekiais?,Ar jūs taip pat gaunate čekius?,23.217024112151968,51.113854292960305,-0.5520893931388855
295-306,"Yes, if you  have a valid cheque card (on you).","Taip, jeigu  jie galiojantys.","Taip, jei turite galiojančią čekio kortelę (apie jus).",23.217024112151968,51.113854292960305,-0.5636730790138245
295-306,"Yes, of course.","Taip, žinoma.","Taip, žinoma.",23.217024112151968,51.113854292960305,1.3270665407180786
295-306,All right  then. Please make the cheque payable to Zille and Co.,Gerai. Išrašykite tada čekį Ciles ir Ko vardu.,"Gerai, prašau, čekį perveskite Zille ir Co.",23.217024112151968,51.113854292960305,0.4610028862953186
295-306,And here is  my cheques card.,"Štai čekis, prašau.",Štai ir mano čekių kortelė.,23.217024112151968,51.113854292960305,-0.12038721889257431
295-306,"Ah,  see, you  are English? You speak German very well.","Ach, Jūs anglas? Bet Jūs kalbate puikiai vokiškai.",Tu labai gerai kalbi vokiškai.,23.217024112151968,51.113854292960305,0.6483245491981506
295-306,Congratulations!,Sveikinu!,Sveikinu!,23.217024112151968,51.113854292960305,1.3276746273040771
295-306,Thank you  very much.,Ačiū.,Labai ačiū.,23.217024112151968,51.113854292960305,0.8861599564552307
307-315,To  express quality,Apie dovanas (kokybė),Išreikšti kokybę,23.217024112151968,51.113854292960305,-0.7417483329772949
307-315,Have a look at  the present I bought.,"Pažiūrėk, kokią dovaną aš nupirkau.","Pažvelkite į dabartį, kurią nusipirkau.",23.217024112151968,51.113854292960305,0.35565686225891113
307-315,"Oh, a  wallet,  made of leather.","O, piniginė, ir odinė.","Piniginė, pagaminta iš odos.",23.217024112151968,51.113854292960305,0.4816691279411316
307-315,Who is it  for.,Kam tai?,Kam jis skirtas.,23.217024112151968,51.113854292960305,0.12340516597032547
307-315,"For  Max, for  his birthday.","Maksui, jo  gimtadienis.","Maksui, jo gimtadieniui.",23.217024112151968,51.113854292960305,1.2765742540359497
307-315,I bought a  spectacle case made from a nice piece of cloth for him; and from his girlfriend he is  getting a genuine silver ring.,O aš nupirkau jam dėklą akiniams iš gražios medžiagos o nuo  savo mergaitės jis gaus tikrą sidabrinį žiedą.,"Nusipirkau jam iš gražaus audinio pagamintą spektaklį, o iš savo merginos jis gauna tikrą sidabrinį žiedą.",23.217024112151968,51.113854292960305,0.48812973499298096
307-315,Really?,Tikrai?,Rimtai?,23.217024112151968,51.113854292960305,0.30722352862358093
307-315,"Yes, made of  real silver.","Taip, tikrą sidabrinį.",Pagamintas iš tikro sidabro.,23.217024112151968,51.113854292960305,0.37749388813972473
307-315,He is well off  this year.,Jam sekasi  šiemet.,Šiemet jam viskas gerai.,23.217024112151968,51.113854292960305,0.5085790157318115
316-325,To  describe a person,Apibūdinti asmenį,Norint apibūdinti žmogų,23.217024112151968,51.113854292960305,0.4975982904434204
316-325,Could you  please meet my uncle at 12.57?,Ar negalėtum 12.57 sutikti mano dėdę?,Ar galėtumėt susitikti su mano dėde 12.57 val.?,23.217024112151968,51.113854292960305,1.2156155109405518
316-325,I'm  busy.,Aš neturiu  laiko.,Aš užsiėmęs.,23.217024112151968,51.113854292960305,-1.2494598627090454
316-325,"From the  station, you mean?","Turi galvoje,  nuo stoties?","Iš stoties, turi galvoje?",23.217024112151968,51.113854292960305,0.6279266476631165
316-325,"Okay, what  does he look like?","Na gerai, o  kaip jis atrodo?",Kaip jis atrodo?,23.217024112151968,51.113854292960305,1.083431363105774
316-325,"He is very  tall, about 6', and he's rather fat.","Jis labai  aukštas, apie 1,8 m, ir pilnas","Jis labai aukštas, apie 6', ir jis gana storas.",23.217024112151968,51.113854292960305,0.71373051404953
316-325,Does he wear  glasses?,Ar jis  nešioja akinius?,Ar jis nešioja akinius?,23.217024112151968,51.113854292960305,1.3261232376098633
316-325,"Yes, and he is  always very elegantly dressed. Most of the time in a dark suit, and he is always carrying  a briefcase.","Taip, jis visada apsirengęs elegantiškai. Dažniausiai tamsiu  kostiumu, visada su portfeliu.","Taip, ir jis visada yra labai elegantiškai apsirengęs. Dažniausiai tamsiu kostiumu, ir jis visada nešioja portfelį.",23.217024112151968,51.113854292960305,1.1536461114883423
316-325,There are  hundreds of those types. What's his name then?,Tokių šimtai. Koks gi jo vardas ir pavardė?,Jų yra šimtai.,23.217024112151968,51.113854292960305,-0.3062865734100342
316-325,"Heinrich  Meier, the same as me.","Henrikas  Mejeris, kaip ir aš.","Heinrich Meier, kaip ir aš.",23.217024112151968,51.113854292960305,1.2568150758743286
326-341,Get  well wishes,Palinkkėimai pasveikti.,Gauti gerus norus,23.217024112151968,51.113854292960305,-0.9577831625938416
326-341,Have you  anything planned for today?,Ar ką nors šiandien planavai?,Ar šiandien ką nors suplanavote?,23.217024112151968,51.113854292960305,1.3158148527145386
326-341,"Yes, I have to  go to the hospital.","Taip, turiu nueiti į ligoninę.","Taip, turiu eiti į ligoninę.",23.217024112151968,51.113854292960305,1.295268177986145
326-341,"Oh, what's  hapenned then?",O kas  atsitiko?,"O, kas tada apsėdo?",23.217024112151968,51.113854292960305,-0.3112230896949768
326-341,My granndad is  in hospital.,Mano senelis ligoninėje.,Mano močiutė gulėjo ligoninėje.,23.217024112151968,51.113854292960305,1.2680623531341553
326-341,I'm going to  visit him,Norėčiau jį aplankyti.,Aš jį aplankysiu,23.217024112151968,51.113854292960305,0.4901992082595825
326-341,"He's had an  accident, you know.","Tu gi žinai, jis buvo papuolęs į avariją.",Jis pateko į avariją.,23.217024112151968,51.113854292960305,0.8085988759994507
326-341,"Oh,  dear, how  is he then?",O kaip jis  dabar?,"O, brangusis, kaip jis tada?",23.217024112151968,51.113854292960305,0.3974061608314514
326-341,"He's better  now, thank goodness.","Ačiū Dievui, dabar jaučiasi geriau.","Dabar jam geriau, ačiū Dievui.",23.217024112151968,51.113854292960305,1.0879836082458496
326-341,"He has had a  car accident, you know,","Tai buvo automobilio avarija, tu žinai.","Jis pateko į avariją, žinote,",23.217024112151968,51.113854292960305,0.307772696018219
326-341,"Well, when I  think of it, I feel sort of queasy.(lit.)","Kai aš apie  tai galvoju, man tiesiog bloga.","Kai pagalvoju apie tai, jaučiuosi tarsi tingus. (lit.)",23.217024112151968,51.113854292960305,0.10964495688676834
326-341,"I'm sorry for  him. He meant to fly to Zurich, didn't he?","Man gaila. Jis norėjo į Ciuriką skrįsti, ar ne?","Jis norėjo skristi į Ciurichą, ar ne?",23.217024112151968,51.113854292960305,1.0528641939163208
326-341,Yes today  (exactly). He was really unfortunate.,"Tiksliai,  šiandien. Jam tiesiog nepasisekė.",Taip šiandien (tiksliai). Jis buvo tikrai nelaimingas.,23.217024112151968,51.113854292960305,0.6890169978141785
326-341,Ich wish him a  speedy recovery.,Linkiu jam kuo greičiau pasveikti.,Ich palinkėti jam greitai atsigauti.,23.217024112151968,51.113854292960305,0.428699254989624
326-341,Thanks. Bye  for now.,Ačiū. Kol kas.,"Ačiū, kol kas.",23.217024112151968,51.113854292960305,1.3139913082122803
326-341,Cheers.,Iki.,Į sveikatą.,23.217024112151968,51.113854292960305,-0.4101337194442749
342-354,The  mysterious briefcase,Paslaptingas  portfelis,Paslaptingasis portfelis,23.217024112151968,51.113854292960305,1.3175337314605713
342-354,"Well,  Mrs. B.  I say, your briefcase looks very smart.","O, ponas B., Jūsų portfelis atrodo labai įdomiai.","Na, ponia B. sakau, kad jūsų portfelis atrodo labai protingas.",23.217024112151968,51.113854292960305,0.5263400673866272
342-354,What have you  got in it?,Ką Jūs ten turite?,Ką tu ten turi?,23.217024112151968,51.113854292960305,0.5967599153518677
342-354,"I don't know  myself, actually.",Aš iš tikrųjų pats nežinau.,"Aš savęs nepažįstu, tiesą sakant.",23.217024112151968,51.113854292960305,-0.09201206266880035
342-354,What? Do you  mean that you don't know what's in your case?,"Ką? Jūs sakote, kad pats nežinote, ką turite portfelyje?","Ar turi omeny, kad nežinai, kas vyksta tavo atveju?",23.217024112151968,51.113854292960305,0.588359534740448
342-354,That's what I  said.,"Taip, kaip girdėjote.",Taip ir sakiau.,23.217024112151968,51.113854292960305,0.4297100901603699
342-354,Don't you want  to know it?,Ir nenorite žinoti?,Ar nenori žinoti?,23.217024112151968,51.113854292960305,1.232931137084961
342-354,Of course I do.,"Žinoma, noriu.","Žinoma, kad noriu.",23.217024112151968,51.113854292960305,1.2855863571166992
342-354,Then I would  certainly feel better.,Jausčiausi tada geriau.,Tuomet tikrai jausčiausi geriau.,23.217024112151968,51.113854292960305,1.3196728229522705
342-354,Why don't you  have a look then?,Tai kodėl tada nepažiūrite?,Kodėl tada nepasižiūrėjai?,23.217024112151968,51.113854292960305,1.2900519371032715
342-354,"Okay then;  here, look for yourself.","Gerai,  pažiūrėk pats.","Gerai, štai, ieškok savęs.",23.217024112151968,51.113854292960305,0.09673602133989334
342-354,"Only papers,  nothing but papers.","Nieko, tik  popieriai.","Tik popierius, nieko daugiau.",23.217024112151968,51.113854292960305,1.210085391998291
